province,track,score,percentile,rank,reach_tier,severity,code,message,schools_chong,schools_wen,schools_bao,majors
河北,物理类,577,93.33,30127,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,燕山大学 | 承德医学院 | 河北大学,华北理工大学 | 河北中医药大学 | 河北师范大学,河北北方学院 | 河北经贸大学 | 石家庄学院 | 邯郸学院,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
河北,物理类,587,94.86,23247,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,燕山大学 | 承德医学院 | 河北大学,华北理工大学 | 河北中医药大学 | 河北北方学院 | 河北师范大学 | 石家庄铁道大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
河北,物理类,600,96.39,16347,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,河北医科大学,燕山大学 | 承德医学院,华北理工大学 | 河北大学 | 石家庄铁道大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,602,96.59,15447,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,河北医科大学,燕山大学 | 华北理工大学 | 承德医学院 | 河北大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,619,97.87,9678,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,东北大学秦皇岛分校 | 中央司法警官学院 | 华北电力大学（保定）,,河北医科大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,627,98.27,7810,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,中国人民警察大学,东北大学秦皇岛分校 | 中央司法警官学院 | 华北电力大学（保定）,河北医科大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
河北,物理类,652,99.05,4259,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,东北大学秦皇岛分校 | 中国人民警察大学 | 中央司法警官学院 | 华北电力大学（保定）,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
河北,物理类,677,99.42,2584,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
河北,物理类,697,99.61,1757,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
河北,物理类,702,99.65,1579,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
河北,物理类,727,99.84,760,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
河北,物理类,750,100.0,32,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
河北,历史类,577,93.47,13254,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,燕山大学 | 河北大学 | 河北师范大学,河北医科大学 | 石家庄铁道大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
河北,历史类,587,94.97,10225,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,华北电力大学（保定）,,燕山大学 | 河北大学 | 河北师范大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
河北,历史类,600,96.46,7199,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,中央司法警官学院,东北大学秦皇岛分校 | 华北电力大学（保定）,河北师范大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
河北,历史类,602,96.66,6804,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,东北大学秦皇岛分校 | 中央司法警官学院 | 华北电力大学（保定）,河北师范大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
河北,历史类,619,97.9,4278,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,中国人民警察大学,,东北大学秦皇岛分校 | 中央司法警官学院 | 华北电力大学（保定）,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
河北,历史类,627,98.3,3458,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,中国人民警察大学,东北大学秦皇岛分校 | 中央司法警官学院,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
河北,历史类,652,99.06,1902,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,中国人民警察大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
河北,历史类,677,99.42,1159,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
河北,历史类,697,99.61,791,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
河北,历史类,702,99.65,712,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
河北,历史类,727,99.84,346,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
河北,历史类,750,100.0,14,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
西藏,物理类,492,91.62,2507,一本,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,西藏农牧大学,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程 | 新能源科学与工程
西藏,物理类,517,94.74,1577,双一流,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
西藏,物理类,542,96.84,947,211,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,西藏大学,,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
西藏,物理类,567,98.16,553,211,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,西藏大学,,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
西藏,物理类,587,98.8,360,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
西藏,物理类,592,98.92,325,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
西藏,物理类,600,99.08,275,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
西藏,物理类,617,99.33,199,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
西藏,物理类,619,99.36,192,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
西藏,物理类,642,99.56,130,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,物理类,667,99.72,84,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,物理类,692,99.8,59,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,物理类,697,99.82,54,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,物理类,717,99.88,34,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,物理类,742,99.97,9,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,物理类,750,100.0,1,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
西藏,历史类,492,92.05,1056,一本,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,西藏农牧大学,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
西藏,历史类,517,94.91,676,双一流,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
西藏,历史类,542,96.83,422,211,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,西藏大学,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
西藏,历史类,567,97.99,267,211,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,西藏大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
西藏,历史类,587,98.54,193,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,592,98.65,179,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,600,98.77,162,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,617,98.98,134,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,619,99.0,132,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,642,99.17,109,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,667,99.37,84,985,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
西藏,历史类,692,99.56,59,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
西藏,历史类,697,99.59,54,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
西藏,历史类,717,99.75,34,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
西藏,历史类,742,99.94,9,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
西藏,历史类,750,99.99,1,C9,WARN,MODEL_SEGMENT_GAP,西藏暂无公开一分一段源，高分段为模型估算,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
贵州,物理类,532,92.16,13362,一本,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,贵州财经大学 | 遵义医科大学医学与科技学院,贵州民族大学 | 贵州警察学院,安顺学院 | 贵州商学院 | 贵州师范学院 | 贵州理工学院,护理学 | 口腔医学技术 | 康复治疗学 | 土木工程 | 新能源科学与工程
贵州,物理类,557,95.4,7858,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,贵州中医药大学,贵州师范大学,贵州民族大学 | 贵州财经大学 | 遵义医科大学医学与科技学院,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 集成电路设计与集成系统
贵州,物理类,582,97.42,4410,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,贵州医科大学 | 遵义医科大学,贵州大学北阿拉巴马国际工程技术学院,贵州中医药大学 | 贵州师范大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
贵州,物理类,587,97.71,3922,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,贵州医科大学,贵州大学北阿拉巴马国际工程技术学院 | 遵义医科大学,贵州中医药大学 | 贵州师范大学,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
贵州,物理类,600,98.31,2898,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,贵州大学,贵州医科大学 | 遵义医科大学,贵州大学北阿拉巴马国际工程技术学院,新能源科学与工程 | 电子信息工程 | 电气工程及其自动化 | 统计学 | 临床医学
贵州,物理类,607,98.55,2480,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,贵州医科大学 | 贵州大学,贵州大学北阿拉巴马国际工程技术学院 | 遵义医科大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
贵州,物理类,619,98.88,1916,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,贵州大学,贵州医科大学 | 遵义医科大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
贵州,物理类,632,99.13,1481,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,贵州大学,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
贵州,物理类,657,99.44,956,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,临床医学 | 机器人工程 | 网络空间安全 | 数据科学与大数据技术 | 集成电路设计与集成系统
贵州,物理类,682,99.62,638,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
贵州,物理类,697,99.72,488,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
贵州,物理类,707,99.77,396,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
贵州,物理类,732,99.9,171,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
贵州,物理类,750,100.0,9,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,集成电路设计与集成系统 | 临床医学 | 人工智能 | 机器人工程
贵州,历史类,532,91.3,6699,一本,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,贵州民族大学 | 贵州警察学院 | 贵州财经大学,六盘水师范学院 | 安顺学院 | 贵州工程应用技术学院 | 贵州师范学院 | 贵阳学院,护理学 | 电子商务 | 康复治疗学 | 市场营销 | 会计学
贵州,历史类,557,94.93,3924,双一流,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,贵州中医药大学 | 贵州师范大学,贵州警察学院 | 贵州财经大学 | 遵义医科大学 | 遵义师范学院,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
贵州,历史类,582,97.19,2171,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,贵州大学,,贵州中医药大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
贵州,历史类,587,97.51,1923,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,贵州大学,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
贵州,历史类,600,98.19,1400,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,贵州大学,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
贵州,历史类,607,98.47,1190,211,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,贵州大学,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 法学
贵州,历史类,619,98.83,904,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
贵州,历史类,632,99.11,686,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
贵州,历史类,657,99.44,432,985,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发 | 保密管理
贵州,历史类,682,99.63,284,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
贵州,历史类,697,99.72,216,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
贵州,历史类,707,99.78,176,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
贵州,历史类,732,99.9,76,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
贵州,历史类,750,100.0,4,C9,WARN,MODEL_SEGMENT_HIGH,该省该年一分一段为模型估算，位次仅供参考,,,,会计学 | 中医儿科学 | 中国古典学 | 中药资源与开发
